date	x	y	T	CO2.flux
27/05/2006	427826	4519932	47.2	3522.7
27/05/2006	427748	4519902	32.4	135.3
27/05/2006	427689	4519918	21.5	71.7
27/05/2006	427660	4519937	22.3	40.9
27/05/2006	427632	4519910	21.3	36
27/05/2006	427607	4519901	20.2	63.6
27/05/2006	427577	4519876	21.1	75.5
27/05/2006	427548	4519842	22.2	71.2
27/05/2006	427574	4519819	20.2	0.5
27/05/2006	427526	4519809	20.1	41.1
27/05/2006	427449	4519740	21.6	36.8
27/05/2006	427434	4519767	23.7	28
27/05/2006	427429	4519807	23	15.8
27/05/2006	427459	4519798	19.3	58
27/05/2006	427449	4519833	20.3	37.8
27/05/2006	427444	4519823	19.2	23.4
27/05/2006	427399	4519797	24.3	34.7
27/05/2006	427389	4519789	23.4	32.7
27/05/2006	427486	4519735	23	6.8
27/05/2006	428133	4520446	23.1	21.2
27/05/2006	428142	4520433	35.1	1873.2
27/05/2006	428196	4520422	22.2	24.2
27/05/2006	428209	4520369	24.5	96.3
27/05/2006	428184	4520361	21.6	2291.7
27/05/2006	428156	4520328	36	691
27/05/2006	428162	4520385	39.6	1171.9
27/05/2006	428101	4520337	23.1	27.8
27/05/2006	428100	4520384	49.3	581.5
27/05/2006	428084	4520449	26.9	248.2
27/05/2006	428027	4520440	33.9	173.9
27/05/2006	428047	4520400	33.8	681.9
27/05/2006	428021	4520397	31.3	105.7
27/05/2006	427985	4520409	22.2	113.6
27/05/2006	427966	4520389	20.7	57.8
27/05/2006	428043	4520381	26.6	297.6
27/05/2006	428021	4520368	34.6	295.2
27/05/2006	428033	4520343	39.4	824.1
27/05/2006	428038	4520304	34.6	315.3
27/05/2006	428037	4520287	69	811.2
27/05/2006	428062	4520278	54.7	641.2
27/05/2006	428100	4520315	31.5	338.4
27/05/2006	428123	4520293	41.4	753.7
27/05/2006	428196	4520292	31.9	108.6
27/05/2006	427403	4520270	95.2	533.1
27/05/2006	428181	4520281	29.1	169
27/05/2006	428192	4520327	55	1043.5
27/05/2006	428226	4520334	34	240.4
27/05/2006	428271	4520333	32.5	828.4
27/05/2006	428262	4520276	26	699.9
27/05/2006	428257	4520279	26.1	106
27/05/2006	428253	4520250	28.4	672.8
27/05/2006	428249	4520231	28.4	310.9
27/05/2006	428341	4520211	23.1	39.8
27/05/2006	428353	4520190	23.8	60.3
27/05/2006	428344	4520161	22.9	45.6
27/05/2006	428296	4520139	22.8	149.1
27/05/2006	428281	4520125	22.8	50
27/05/2006	428248	4520127	20.2	30.4
27/05/2006	428218	4520129	26.2	120.8
27/05/2006	428258	4520157	21.2	109.1
27/05/2006	428236	4520175	24.4	106.9
27/05/2006	428316	4520202	25.2	93.5
27/05/2006	428358	4520483	27.5	15.5
27/05/2006	428280	4520493	26	131.9
27/05/2006	428277	4520498	32.8	36.9
27/05/2006	428208	4520479	29.7	30.8
27/05/2006	428222	4520503	23.2	45.1
27/05/2006	428208	4520542	29.4	23.4
27/05/2006	428142	4520562	24.3	41.1
27/05/2006	428104	4520589	21.2	168.6
27/05/2006	428130	4520509	23.2	202.3
27/05/2006	428167	4520500	22.8	41.7
27/05/2006	428027	4520668	23.4	8.6
27/05/2006	428012	4520622	29.4	21.4
27/05/2006	428051	4520621	28.4	43.6
27/05/2006	428058	4520643	25.7	22.1
27/05/2006	428115	4520622	29	37.6
27/05/2006	428207	4520583	27.4	260.1
27/05/2006	428265	4520578	36.5	82.5
27/05/2006	428270	4520629	36.7	46.2
27/05/2006	428217	4520636	39.2	390.9
27/05/2006	428063	4520509	36.4	337.1
27/05/2006	428038	4520522	27.4	28.2
27/05/2006	427999	4520526	26.4	39.1
27/05/2006	427986	4520511	36.3	530.8
27/05/2006	427942	4520445	28	35.7
27/05/2006	427933	4520476	64.2	1607.7
27/05/2006	428023	4520508	26.7	11.1
27/05/2006	427949	4520634	25.6	44.2
27/05/2006	427924	4520607	23.2	410.8
27/05/2006	427910	4520561	25.6	116.1
27/05/2006	427887	4520543	25.6	94.3
27/05/2006	427907	4520629	26.2	39.5
27/05/2006	427915	4520660	32.7	32.7
27/05/2006	427852	4520588	39.5	272.5
27/05/2006	427814	4520579	34.9	263.4
27/05/2006	427749	4520647	33	79.6
27/05/2006	427704	4520639	33	136.1
27/05/2006	427737	4520588	34.5	28.3
27/05/2006	427697	4520515	52	1475.8
27/05/2006	427709	4520526	35.1	59.8
27/05/2006	427725	4520533	30.4	79.4
27/05/2006	427796	4520529	38.3	47.5
27/05/2006	427798	4520485	26.4	67.8
27/05/2006	427758	4520618	33.8	51.7
27/05/2006	427833	4520677	29.6	41.7
27/05/2006	427708	4520667	35.2	1372.8
27/05/2006	427699	4520702	31.6	131.5
27/05/2006	427700	4520714	26.7	152.6
27/05/2006	427674	4520761	33.5	260.2
27/05/2006	427660	4520806	20.9	31.4
27/05/2006	427733	4520799	27	13.3
27/05/2006	427727	4520758	28	27.1
27/05/2006	427746	4520719	25.1	23
27/05/2006	427742	4520708	24	244.3
27/05/2006	427770	4520695	25.8	69.8
27/05/2006	427794	4520707	23.1	60.1
27/05/2006	427776	4520763	22.2	92
27/05/2006	427794	4520777	25.5	24.8
27/05/2006	427897	4520728	27.1	25.4
27/05/2006	427938	4520205	20.8	11.5
27/05/2006	427984	4520244	19.2	33.2
27/05/2006	427998	4520279	18.8	38.7
27/05/2006	428000	4520302	18.9	26.6
27/05/2006	427914	4520240	23.6	64.1
27/05/2006	427869	4520288	20.5	35.8
27/05/2006	427885	4520302	21.9	18.8
27/05/2006	427885	4520342	22.4	21.7
27/05/2006	427862	4520340	20.4	36.9
27/05/2006	427858	4520305	21.5	16.2
27/05/2006	427850	4520297	20.7	23.5
27/05/2006	427795	4520348	19.6	9.1
27/05/2006	427777	4520382	24.8	17.6
27/05/2006	427801	4520398	22.2	31.8
27/05/2006	427749	4520433	21.5	15.7
27/05/2006	427710	4520453	21.5	12.2
27/05/2006	427662	4520461	20.5	26.5
27/05/2006	427624	4520491	21.5	22.6
27/05/2006	427720	4520410	21.5	19.1
27/05/2006	427814	4520303	22.5	14.9
27/05/2006	427823	4520253	21.5	20.8
27/05/2006	427515	4520422	53.1	1872
27/05/2006	427480	4520457	35.6	1511.4
27/05/2006	427515	4520465	48.5	1753.5
27/05/2006	427547	4520466	33	37.9
27/05/2006	427569	4520453	90.2	20479.2
27/05/2006	427579	4520399	39.3	1944.3
27/05/2006	427628	4520374	39.2	361.6
27/05/2006	427645	4520349	38.2	825
27/05/2006	427686	4520310	48	1308.3
27/05/2006	427698	4520297	41	827
27/05/2006	427740	4520270	70.5	1962.5
27/05/2006	427729	4520203	39.8	2387.1
27/05/2006	427747	4520166	35.7	944.5
27/05/2006	427748	4520139	65.5	1829.2
27/05/2006	427725	4520141	83.7	812.4
27/05/2006	427732	4520071	84.9	2233.3
27/05/2006	427712	4520063	25.5	247.8
27/05/2006	427674	4520048	37	550.7
27/05/2006	427626	4520017	38.9	373
27/05/2006	427503	4519990	37.5	403.2
27/05/2006	427459	4519999	28.3	286.3
27/05/2006	427422	4519985	31.5	394.8
27/05/2006	427383	4519999	29.4	546.1
27/05/2006	427369	4519866	38.3	845
27/05/2006	427394	4519872	35.1	370.3
27/05/2006	427393	4519843	32.2	431.1
27/05/2006	428050	4519670	25.7	18.2
27/05/2006	428014	4519643	22.7	30.7
27/05/2006	427961	4519655	19	29.6
27/05/2006	427934	4519726	20.7	31.1
27/05/2006	427936	4519647	20.8	27.6
27/05/2006	427970	4519632	22.3	29.2
27/05/2006	427982	4519599	20.8	17.7
27/05/2006	428370	4519689	21.2	14.5
27/05/2006	428337	4519626	19.4	45.2
27/05/2006	428299	4519647	17.4	17.5
27/05/2006	428230	4519623	19.5	42.5
27/05/2006	428196	4519622	21.5	49.3
27/05/2006	428246	4519635	23.5	6.7
27/05/2006	428200	4519696	19.8	137.1
27/05/2006	428095	4519908	59.9	1569.5
27/05/2006	428098	4519894	48.9	962.5
27/05/2006	428098	4519927	29.3	352.4
27/05/2006	428084	4519978	35.6	1612.4
27/05/2006	428078	4520023	29.6	3185.6
27/05/2006	428052	4520071	30.9	3242.4
27/05/2006	428085	4520116	31.5	61.8
27/05/2006	428128	4519885	85.7	2910.7
27/05/2006	428110	4519834	31.9	716.6
27/05/2006	428099	4519809	27.2	570.4
27/05/2006	428086	4519742	21.1	37.8
27/05/2006	427360	4520740	27.5	33.4
27/05/2006	427333	4520790	22	13.8
27/05/2006	427395	4520700	34.8	13.2
27/05/2006	427354	4520700	36.6	7
27/05/2006	427299	4520732	33.5	11.5
27/05/2006	427343	4520662	30.1	15.6
27/05/2006	427386	4520619	27.8	17.1
27/05/2006	427378	4520575	25.3	27.1
27/05/2006	427416	4520574	28.3	28.4
27/05/2006	427424	4520640	33.6	2200.8
27/05/2006	427326	4520497	20.3	2632
27/05/2006	427305	4519733	25	42.1
27/05/2006	427305	4519748	24.3	19.9
27/05/2006	427833	4520710	28.3	100.1
27/05/2006	427836	4520724	22	56.7
27/05/2006	427827	4520766	24	31.4
27/05/2006	427597	4520775	27.1	97.9
27/05/2006	427628	4520772	34.5	749.2
27/05/2006	427619	4520775	60	483.1
27/05/2006	427324	4520258	18.7	141.7
27/05/2006	427349	4520267	6	123.2
27/05/2006	427361	4520326	16.8	149
27/05/2006	427395	4520332	9	133.3
27/05/2006	427425	4520357	30.4	176.4
27/05/2006	427456	4520392	26.9	138.9
27/05/2006	427492	4520229	11.8	212.8
27/05/2006	427489	4520272	29.1	148.4
27/05/2006	427480	4520298	13.5	152.3
27/05/2006	427507	4520301	17.8	148.4
27/05/2006	427514	4520326	40.7	170.8
27/05/2006	427506	4520360	67.1	145
27/05/2006	427467	4520338	19.7	145.6
27/05/2006	427378	4520244	10.6	131
27/05/2006	427289	4520166	6.7	126
27/05/2006	427357	4520136	24.9	174.2
27/05/2006	428491	4519833	19.3	5.4
27/05/2006	428530	4519766	18.4	6.3
27/05/2006	428352	4519694	13.6	6.6
27/05/2006	428499	4519872	14.6	7.3
27/05/2006	428055	4520139	28.4	7.5
27/05/2006	428323	4520109	20	11.3
27/05/2006	427884	4520158	21	11.5
27/05/2006	427910	4519834	16.6	12.8
27/05/2006	428014	4520016	23.8	14.6
27/05/2006	428289	4519865	18.7	16.7
27/05/2006	428630	4520148	17.9	16.9
27/05/2006	428454	4519849	20.6	17.1
27/05/2006	428401	4519851	15.7	20
27/05/2006	427676	4520432	15.5	20.1
27/05/2006	428301	4520096	18.6	20.1
27/05/2006	428391	4520000	17.4	21.7
27/05/2006	428578	4520008	17	21.7
27/05/2006	428415	4520169	21.3	21.7
27/05/2006	427387	4519951	16.7	23.1
27/05/2006	427912	4520089	19.3	23.8
27/05/2006	428564	4519858	19.7	23.9
27/05/2006	427998	4519960	30.4	24
27/05/2006	427445	4519960	16	24.2
27/05/2006	427707	4520383	19	25.6
27/05/2006	428368	4520014	14.8	28.5
27/05/2006	427917	4520128	22.5	29.8
27/05/2006	427583	4520519	22	32.7
27/05/2006	427236	4520191	18.2	33.1
27/05/2006	427289	4520202	21	35.4
27/05/2006	427769	4520305	20.4	35.8
27/05/2006	427912	4520241	18	36.5
27/05/2006	427790	4520259	21.8	38.7
27/05/2006	427844	4520141	20.3	40.4
27/05/2006	427742	4520340	24.1	40.7
27/05/2006	427952	4519859	18.2	45
27/05/2006	428264	4520093	19.5	46.9
27/05/2006	428162	4520138	18	46.9
27/05/2006	428163	4520228	21.3	47.4
27/05/2006	427901	4520052	23.4	48.6
27/05/2006	428423	4520196	17.1	49.2
27/05/2006	427604	4520498	18.3	51
27/05/2006	428211	4520090	18.5	51.2
27/05/2006	428134	4520231	23.7	51.3
27/05/2006	427266	4520280	15.4	52.8
27/05/2006	427543	4520547	18	53.8
27/05/2006	428072	4520201	21	56.5
27/05/2006	427847	4520196	19.5	57.3
27/05/2006	427816	4520187	20	57.7
27/05/2006	428379	4520112	20.5	58.8
27/05/2006	427298	4520080	18.8	60.9
27/05/2006	427914	4520066	22.3	66.1
27/05/2006	428573	4520062	16.8	75.9
27/05/2006	427258	4520306	14.3	77.7
27/05/2006	427348	4519993	17	80.6
27/05/2006	427285	4520349	15	82.4
27/05/2006	427866	4520030	14.6	85.8
27/05/2006	428462	4520113	17.1	88.6
27/05/2006	427351	4520226	18.2	88.7
27/05/2006	428420	4520144	18.4	91.2
27/05/2006	428502	4520082	18	97.2
27/05/2006	427530	4520356	16.7	97.4
27/05/2006	427639	4520463	18.8	100.3
27/05/2006	428127	4520199	21.4	102.3
27/05/2006	427582	4519951	22	113.1
27/05/2006	428612	4519889	16.3	116.1
27/05/2006	427281	4520045	19.5	116.6
27/05/2006	427364	4520107	18.3	118.3
27/05/2006	428408	4520106	21	119.8
27/05/2006	427548	4520390	17.3	120.6
27/05/2006	427949	4519937	22.8	121.8
27/05/2006	428348	4520308	24.7	124.2
27/05/2006	427300	4520304	16.4	124.7
27/05/2006	427245	4520275	15.2	126.4
27/05/2006	427502	4520045	20	131.7
27/05/2006	427801	4520029	16.7	137.5
27/05/2006	427417	4520435	21.6	143.3
27/05/2006	427311	4520106	17	152.5
27/05/2006	427342	4520024	24.6	164.1
27/05/2006	428171	4520169	20	170.5
27/05/2006	428291	4520193	17.6	172.7
27/05/2006	428459	4520048	16.3	175.8
27/05/2006	427617	4520186	22	183.3
27/05/2006	428303	4520287	19.9	183.4
27/05/2006	427240	4520102	17.5	183.9
27/05/2006	427787	4519991	49.5	185.6
27/05/2006	428586	4520092	16.4	198.4
27/05/2006	428290	4520342	20	209.2
27/05/2006	428212	4520178	24.5	214.3
27/05/2006	428367	4520252	20.5	214.4
27/05/2006	428011	4520081	21	214.6
27/05/2006	427227	4520229	16.5	219.8
27/05/2006	427986	4520162	17.8	223.3
27/05/2006	427462	4520424	17.5	283.6
27/05/2006	427993	4520132	24.9	290
27/05/2006	427392	4520464	18.3	314.4
27/05/2006	428559	4520119	17	327.4
27/05/2006	427433	4520229	20.4	354.4
27/05/2006	427509	4520354	61.5	356.7
27/05/2006	427497	4520285	19.8	376.4
27/05/2006	427419	4520431	18.3	396.1
27/05/2006	427469	4520085	84	415.3
27/05/2006	427566	4520287	29.7	527.8
27/05/2006	427303	4520380	12.8	542.9
27/05/2006	427841	4519912	23.1	544
27/05/2006	428004	4519924	32.3	551
27/05/2006	427614	4519993	27	553.3
27/05/2006	427500	4520404	22.3	804.5
27/05/2006	427507	4520022	42.2	814.9
27/05/2006	427919	4519977	30	819
27/05/2006	427356	4520422	30.2	879.9
27/05/2006	427474	4519937	31	890.3
27/05/2006	427442	4520044	25.6	975
27/05/2006	427560	4520017	41.8	1008.6
27/05/2006	427544	4519966	32.3	1012.1
27/05/2006	427665	4520113	44.4	1029.5
27/05/2006	427383	4520064	30.6	1037.6
27/05/2006	427509	4520149	29.5	1062.6
27/05/2006	427416	4520295	37.7	1076.5
27/05/2006	427912	4519867	61.2	1125.8
27/05/2006	427566	4520268	50	1162.9
27/05/2006	427757	4520013	30.1	1184.9
27/05/2006	427675	4520272	57.6	1324.7
27/05/2006	427595	4520043	34	1597.3
27/05/2006	427843	4519973	64	1740
27/05/2006	427882	4519903	56.6	1865.3
27/05/2006	427621	4520072	93	1988.8
27/05/2006	427617	4520302	40.5	1994.6
27/05/2006	427864	4519949	33.8	2059
27/05/2006	427475	4520478	34.6	2126.9
27/05/2006	427996	4519897	37	2221.4
27/05/2006	427637	4519994	27.2	2423.2
27/05/2006	427567	4520361	42.8	2528.2
27/05/2006	427655	4520178	26.7	2738.2
27/05/2006	428229	4519876	49.5	2798
27/05/2006	427486	4520093	50	2902.3
27/05/2006	427687	4520133	24.5	3199.9
27/05/2006	427546	4520047	44	3237
27/05/2006	427580	4520238	36.4	3316.4
27/05/2006	427511	4519961	57.3	3782.8
27/05/2006	427340	4520385	44.3	4285
27/05/2006	427886	4519902	37	4756
27/05/2006	427691	4520243	38.2	5415.5
27/05/2006	427448	4520175	47.3	7757.5
27/05/2006	427419	4520131	56	8165.2
27/05/2006	427823	4520089	94.8	27648.6
27/05/2006	427610	4520145	95.5	34559.9
30/10/2006	428148	4520441	23.1	298.58
30/10/2006	428166	4520407	26.9	2009.7
30/10/2006	428190	4520421	20.7	24.42
30/10/2006	428204	4520382	21.8	324.92
30/10/2006	428180	4520366	24.3	36.08
30/10/2006	428152	4520350	59.5	8454.66
30/10/2006	428149	4520323	77	17366.94
30/10/2006	428156	4520363	32	1198.28
30/10/2006	428092	4520395	46.2	706.44
30/10/2006	428092	4520438	24.9	338.72
30/10/2006	428043	4520448	27.2	130.5
30/10/2006	428047	4520417	28.1	1498.14
30/10/2006	428009	4520415	37.1	884.5
30/10/2006	427971	4520404	21	259.84
30/10/2006	427972	4520396	18.2	153.7
30/10/2006	428042	4520383	20.5	562.89
30/10/2006	428026	4520390	28.6	254.5
30/10/2006	428018	4520378	23.9	46.86
30/10/2006	428028	4520339	47.4	3325.72
30/10/2006	428031	4520300	42.3	3326.88
30/10/2006	428036	4520283	83.9	9353.08
30/10/2006	428075	4520282	81.4	9605.96
30/10/2006	428091	4520302	21.4	66.12
30/10/2006	428077	4520311	21.7	33.06
30/10/2006	428122	4520295	37.4	3542.64
30/10/2006	428192	4520298	23.1	1887.9
30/10/2006	428189	4520330	35	868.26
30/10/2006	428228	4520342	26.9	377.06
30/10/2006	428274	4520346	23.5	187.92
30/10/2006	428268	4520316	23	192.56
30/10/2006	428349	4520333	19.6	76.15
30/10/2006	428359	4520290	21.6	144.13
30/10/2006	428374	4520258	19.8	120.12
30/10/2006	428304	4520292	20.6	297.54
30/10/2006	428322	4520257	16.3	204.86
30/10/2006	428358	4520235	19.6	234.32
30/10/2006	428364	4520191	19.1	135.14
30/10/2006	428333	4520177	17.5	284.55
30/10/2006	428330	4520146	19.5	114.84
30/10/2006	428289	4520124	18.3	46.11
30/10/2006	428329	4520109	18.1	43.21
30/10/2006	428252	4520126	20.5	46.34
30/10/2006	428207	4520110	21.1	60.44
30/10/2006	428245	4520178	19.6	102.66
30/10/2006	428230	4520203	20.4	246.5
30/10/2006	428201	4520144	20.6	175.86
30/10/2006	428163	4520165	19.5	140.36
30/10/2006	428165	4520201	23.1	63.39
30/10/2006	428179	4520224	20.1	94.48
30/10/2006	428138	4520234	19.8	41.47
30/10/2006	428106	4520229	18.8	32.25
30/10/2006	428095	4520203	20.5	62.29
30/10/2006	428108	4520172	22.7	45.7
30/10/2006	428115	4520136	20.4	143.84
30/10/2006	428145	4520102	17.7	120.81
30/10/2006	428168	4520127	8.1	23.08
30/10/2006	428293	4520185	20.4	99.06
30/10/2006	428289	4520233	20.6	84.1
30/10/2006	428256	4520234	20.2	149.06
30/10/2006	428253	4520267	26.9	1361.84
30/10/2006	428241	4520303	21.9	197.26
30/10/2006	428200	4520359	25.4	93.55
30/10/2006	428352	4520480	17.8	8.7
30/10/2006	428301	4520482	19.4	219.65
30/10/2006	428299	4520519	22.5	41.01
30/10/2006	428239	4520498	16.7	72.5
30/10/2006	428208	4520523	16.6	43.15
30/10/2006	428202	4520560	18.5	27.38
30/10/2006	428149	4520556	20.1	97.61
30/10/2006	428142	4520515	23.1	372.94
30/10/2006	428082	4520504	26.9	2085.68
30/10/2006	428049	4520547	22.8	47.56
30/10/2006	428003	4520539	21.6	29.12
30/10/2006	427974	4520503	26.9	655.4
30/10/2006	427951	4520460	24.9	128.35
30/10/2006	427919	4520468	38.4	299.86
30/10/2006	428035	4520522	20.7	37.7
30/10/2006	428102	4520579	19.4	109.62
30/10/2006	428044	4520600	16.8	196.04
30/10/2006	428022	4520578	21.6	47.56
30/10/2006	427995	4520634	15.5	13.34
30/10/2006	427928	4520603	21.3	265.06
30/10/2006	427893	4520587	19.7	76.56
30/10/2006	427876	4520559	24.1	43.56
30/10/2006	427870	4520592	23.2	90.02
30/10/2006	427831	4520578	21.9	125.86
30/10/2006	427802	4520582	18.4	16.82
30/10/2006	427906	4520631	21.2	27.26
30/10/2006	427929	4520653	19.2	12.82
30/10/2006	427714	4520617	19.7	10.44
30/10/2006	427709	4520577	23.3	40.66
30/10/2006	427694	4520566	40.2	1031.24
30/10/2006	427722	4520531	24.1	218.66
30/10/2006	427764	4520549	26.2	52.72
30/10/2006	427807	4520515	35	62.64
30/10/2006	427747	4520577	28.5	302.18
30/10/2006	427713	4520661	21.2	35.96
30/10/2006	427715	4520693	18.5	230.26
30/10/2006	427699	4520729	21.5	41.76
30/10/2006	427669	4520768	20.8	22.21
30/10/2006	427717	4520797	20.8	53.36
30/10/2006	427745	4520748	21.2	14.33
30/10/2006	427753	4520703	19.2	34.85
30/10/2006	427774	4520795	20.6	22.16
30/10/2006	427814	4520782	20.8	63.22
30/10/2006	427823	4520739	19.8	90.48
30/10/2006	427831	4520702	18.9	41.18
30/10/2006	427817	4520677	18.1	31.55
30/10/2006	428022	4520640	19.7	32.48
30/10/2006	428071	4520629	19.5	74.24
30/10/2006	428094	4520664	19.2	30.62
30/10/2006	428151	4520646	19.6	10.21
30/10/2006	428121	4520605	19.4	30.74
30/10/2006	428192	4520596	19.5	90.48
30/10/2006	428260	4520605	18	20.88
30/10/2006	428234	4520645	21.4	28.36
30/10/2006	427560	4519757	17.3	23.55
30/10/2006	427586	4519778	13.2	9.28
30/10/2006	427621	4519775	21.2	55.1
30/10/2006	427669	4519756	20.4	34.92
30/10/2006	427597	4519738	15.5	114.84
30/10/2006	427625	4519718	13.6	94.54
30/10/2006	427630	4519691	14	31.32
30/10/2006	427664	4519722	15.6	164.72
30/10/2006	427703	4519753	41.6	3069.36
30/10/2006	427629	4519795	17.9	27.2
30/10/2006	427668	4519783	14.5	17.98
30/10/2006	427715	4519774	21	104.98
30/10/2006	427742	4519749	31.3	2422.08
30/10/2006	427692	4519813	20.9	71.34
30/10/2006	427664	4519854	18.8	79.46
30/10/2006	427705	4519889	14.2	33.64
30/10/2006	427722	4519857	33.2	1868.76
30/10/2006	427734	4519829	76.8	4239.97
30/10/2006	427773	4519811	61.5	1657.64
30/10/2006	427781	4519849	24.1	1153.62
30/10/2006	427791	4519864	15.7	193.72
30/10/2006	427786	4519894	25.3	280.14
30/10/2006	427812	4519924	24.3	318.88
30/10/2006	427806	4519967	41.3	1700.56
30/10/2006	427764	4519960	25.7	2831.56
30/10/2006	427724	4519969	18.2	149.64
30/10/2006	427761	4519989	16.6	113.1
30/10/2006	427752	4520012	25.5	2112.36
30/10/2006	427785	4520034	21.8	1753.92
30/10/2006	427812	4520067	32.2	887.4
30/10/2006	427777	4520093	43.9	471.54
30/10/2006	427789	4520120	20.4	1530.62
30/10/2006	427824	4520020	94	12760
30/10/2006	427857	4520000	24.5	264.48
30/10/2006	427901	4519992	21.9	201.26
30/10/2006	427949	4519973	20.4	586.38
30/10/2006	427939	4519992	20.2	841
30/10/2006	427941	4519932	25.2	128.76
30/10/2006	427909	4519912	36.2	1579.34
30/10/2006	427900	4519886	24.3	37.7
30/10/2006	427516	4520260	20.5	328.28
30/10/2006	427874	4519914	27.4	485.46
30/10/2006	427498	4520208	43.6	1584.56
30/10/2006	427568	4520176	43.5	1784.66
30/10/2006	427860	4519959	34.1	6599.24
30/10/2006	427739	4519889	28.4	143.84
30/10/2006	427560	4520134	91.9	19359.82
30/10/2006	427682	4519913	19.6	50.46
30/10/2006	427500	4520108	69.1	13461.22
30/10/2006	427652	4519938	18.3	24.94
30/10/2006	427468	4520085	45.5	904.8
30/10/2006	427633	4519912	17.2	30.51
30/10/2006	427430	4520087	49	1167.54
30/10/2006	427597	4519886	18.9	46.34
30/10/2006	427399	4520119	25.5	726.74
30/10/2006	427566	4519875	18.5	44.08
30/10/2006	427419	4520152	51.2	1333.42
30/10/2006	427533	4519855	19.2	51.62
30/10/2006	427445	4520130	22	1909.94
30/10/2006	427493	4519825	17.8	47.56
30/10/2006	427458	4520180	20.7	408.32
30/10/2006	427463	4519818	16.1	54.52
30/10/2006	427469	4520171	30.5	1670.4
30/10/2006	427437	4519844	16.3	15.66
30/10/2006	427477	4520135	26.3	9471.4
30/10/2006	427452	4519797	18.6	37.12
30/10/2006	427537	4520128	87.5	8455.82
30/10/2006	427409	4519802	17	26.68
30/10/2006	427458	4520113	30.7	891.46
30/10/2006	427384	4519788	19.3	19.02
30/10/2006	427559	4520069	36	743.56
30/10/2006	427405	4519755	20.4	29.58
30/10/2006	427549	4520062	41.3	941.34
30/10/2006	427445	4519753	17.5	42.92
30/10/2006	427599	4520065	34.5	968.6
30/10/2006	427461	4519744	19.5	55.68
30/10/2006	427601	4520106	51.2	1152.46
30/10/2006	427480	4519740	14.9	30.1
30/10/2006	427667	4520101	40.5	202.42
30/10/2006	427524	4519726	24.5	328.86
30/10/2006	427695	4520089	94.3	7665.28
30/10/2006	427587	4519812	16.8	104.98
30/10/2006	427625	4519848	18	79.46
30/10/2006	427729	4520094	31	1826.42
30/10/2006	428011	4519828	19.2	73.66
30/10/2006	427760	4520079	31.1	1662.86
30/10/2006	428018	4519885	17	182.12
30/10/2006	427701	4520057	40	1114.76
30/10/2006	428020	4519950	24.9	143.26
30/10/2006	427682	4520045	53.8	1631.54
30/10/2006	428041	4520004	24.2	6.38
30/10/2006	427648	4520043	35.1	537.66
30/10/2006	428043	4520060	20.8	108.46
30/10/2006	427594	4520031	33.2	550.42
30/10/2006	428049	4520129	20.7	25.46
30/10/2006	427572	4520033	35.3	374.1
30/10/2006	428023	4520136	23.9	81.55
30/10/2006	427522	4520009	31.8	422.24
30/10/2006	428011	4520081	20.6	312.04
30/10/2006	427494	4519999	23.3	412.38
30/10/2006	427463	4520023	30.9	1325.88
30/10/2006	428001	4520034	30.4	7562.04
30/10/2006	428011	4519991	25.1	149.06
30/10/2006	427404	4520054	26	667.58
30/10/2006	427963	4519871	17.4	29.23
30/10/2006	427355	4520075	17.2	332.34
30/10/2006	427963	4519904	19.4	112.52
30/10/2006	427312	4520102	19	249.98
30/10/2006	427369	4520141	19.5	226.78
30/10/2006	427919	4519888	50.1	971.5
30/10/2006	427926	4519847	17.5	15.89
30/10/2006	427392	4520184	22.8	240.7
30/10/2006	428050	4519681	19.5	33.35
30/10/2006	427465	4520227	32	990.64
30/10/2006	428002	4519638	14.3	26.1
30/10/2006	427640	4520188	24	1666.34
30/10/2006	427964	4519663	16.9	36.89
30/10/2006	427686	4520153	40.8	1617.62
30/10/2006	427253	4520247	15.8	14.04
30/10/2006	427951	4519683	16.9	26.97
30/10/2006	427928	4519692	16	10.56
30/10/2006	427260	4520284	19	188.5
30/10/2006	427904	4519706	17.1	40.37
30/10/2006	427269	4520316	18.6	433.26
30/10/2006	427973	4519625	17.1	111.94
30/10/2006	427265	4520337	19.8	254.04
30/10/2006	428465	4520116	16.1	1944.16
30/10/2006	427280	4520264	17.4	40.77
30/10/2006	428435	4520131	18.5	133.63
30/10/2006	427306	4520302	16.4	41.7
30/10/2006	428432	4520166	17.5	56.78
30/10/2006	427342	4520349	20	94.54
30/10/2006	428405	4520176	18.1	100.22
30/10/2006	428414	4520094	16.5	61.54
30/10/2006	427344	4520390	38.8	745.88
30/10/2006	428370	4520101	17.3	117.16
30/10/2006	427309	4520409	20	1146.66
30/10/2006	428379	4520069	17	145.64
30/10/2006	427372	4520418	35	3488.12
30/10/2006	428339	4520061	17.6	236.7
30/10/2006	427409	4520450	23.9	283.62
30/10/2006	427435	4520439	27.7	436.16
30/10/2006	428303	4520065	17.6	1970.84
30/10/2006	428356	4520123	17.3	87.12
30/10/2006	427468	4520443	46.8	2449.34
30/10/2006	428371	4519698	14.8	35.73
30/10/2006	427499	4520445	33.4	2728.9
30/10/2006	428347	4519663	15.1	18.1
30/10/2006	427539	4520413	37.6	1176.82
30/10/2006	428336	4519631	14.8	49.01
30/10/2006	427528	4520333	32.1	481.98
30/10/2006	428258	4519651	16.1	67.8
30/10/2006	427517	4520349	26.7	1822.36
