date	x	y	T	CO2.flux
07/07/2009	428008	4520679	35.2	19.1
07/07/2009	427837	4520573	35.2	234.6
07/07/2009	427732	4520564	35.3	120.4
07/07/2009	428078	4519800	35.3	1107.8
07/07/2009	428236	4520268	35.3	189.1
07/07/2009	428007	4520512	35.3	24.7
07/07/2009	427416	4520197	35.3	313.1
07/07/2009	427603	4520248	35.3	594
07/07/2009	427429	4520658	35.4	10.2
07/07/2009	428014	4520057	35.4	227.2
07/07/2009	427376	4520719	35.6	9.1
07/07/2009	427599	4519968	35.6	263.3
07/07/2009	427413	4519965	35.7	133.8
07/07/2009	427769	4520543	35.8	57.4
07/07/2009	427296	4520724	35.8	10.2
07/07/2009	428044	4520585	35.8	166.2
07/07/2009	427264	4520114	35.8	409
07/07/2009	428041	4520126	35.9	109
07/07/2009	427511	4520245	35.9	641.3
07/07/2009	428276	4520489	36	1109.4
07/07/2009	427873	4520555	36	66.5
07/07/2009	427739	4520591	36.1	62.7
07/07/2009	427780	4519996	36.1	698.3
07/07/2009	427376	4520631	36.2	10.2
07/07/2009	427881	4520609	36.3	24.2
07/07/2009	427881	4519885	36.3	7.6
07/07/2009	427873	4519928	36.4	154.7
07/07/2009	428205	4520517	36.4	919.2
07/07/2009	428261	4520630	36.5	50.1
07/07/2009	428100	4519851	36.5	918.4
07/07/2009	427937	4520601	36.5	285.3
07/07/2009	427660	4520348	36.5	1204.8
07/07/2009	427317	4520391	36.6	791.8
07/07/2009	427548	4520282	36.7	425.6
07/07/2009	428008	4519983	36.8	125.9
07/07/2009	428193	4520497	36.8	633.9
07/07/2009	427899	4519905	36.9	399.7
07/07/2009	427368	4519852	36.9	523
07/07/2009	428218	4520340	37	252.2
07/07/2009	427938	4519931	37.3	436.1
07/07/2009	427608	4520210	37.3	1150.2
07/07/2009	427737	4520538	37.4	375.6
07/07/2009	427790	4520025	37.4	1729.2
07/07/2009	427704	4520706	37.7	337.4
07/07/2009	427881	4520593	37.7	185.4
07/07/2009	427687	4519747	37.9	66.8
07/07/2009	428124	4520288	38.1	176.8
07/07/2009	428019	4520639	38.2	10.1
07/07/2009	427864	4519957	38.2	9387.4
07/07/2009	428255	4520593	38.4	198.5
07/07/2009	427946	4520465	38.4	237.2
07/07/2009	427734	4520662	39	762.3
07/07/2009	428044	4520310	39	305.7
07/07/2009	427729	4519742	39.1	51.7
07/07/2009	427413	4520473	39.1	1720.5
07/07/2009	427486	4520028	39.1	320.3
07/07/2009	428022	4520381	39.2	204
07/07/2009	427445	4520044	39.2	958.8
07/07/2009	427921	4519960	39.3	607.6
07/07/2009	427725	4520669	39.5	98.1
07/07/2009	427899	4519978	39.5	532.2
07/07/2009	427538	4520326	39.5	376.7
07/07/2009	427570	4519947	39.7	586.7
07/07/2009	427652	4519757	39.8	87.7
07/07/2009	427583	4520466	39.9	856.3
07/07/2009	428000	4520496	40	204
07/07/2009	427856	4520532	40	461.6
07/07/2009	427778	4519907	40.2	471.5
07/07/2009	427339	4520392	40.6	4174.5
07/07/2009	427444	4520465	40.9	1874.2
07/07/2009	428058	4520442	41	312.8
07/07/2009	428032	4520007	41.6	1.1
07/07/2009	427346	4520436	41.7	1301.5
07/07/2009	427678	4520314	41.7	904.9
07/07/2009	428040	4520694	41.9	20.1
07/07/2009	428011	4519949	42	30.2
07/07/2009	427651	4520032	42	1217.8
07/07/2009	427610	4520021	42.1	605.2
07/07/2009	427764	4520014	42.5	3852.6
07/07/2009	427707	4520532	42.7	245.4
07/07/2009	427540	4520313	42.7	1374.3
07/07/2009	428035	4520413	42.8	889.5
07/07/2009	427596	4520007	42.8	407.1
07/07/2009	428043	4520334	43.1	849.3
07/07/2009	427425	4520173	43.2	2384.6
07/07/2009	427713	4520065	43.3	1438.4
07/07/2009	427383	4520434	43.4	534.3
07/07/2009	427594	4520391	43.5	1672.7
07/07/2009	427713	4520115	43.6	9537.2
07/07/2009	427622	4520377	43.9	680.7
07/07/2009	427570	4520072	45.4	26.9
07/07/2009	427389	4520396	45.6	1002.6
07/07/2009	427738	4520209	45.8	1395.1
07/07/2009	427792	4520120	45.8	2557.5
07/07/2009	427629	4520126	45.8	3619
07/07/2009	427604	4520280	45.8	1258.3
07/07/2009	428262	4520229	45.9	866.9
07/07/2009	427618	4520332	46.4	3246.3
07/07/2009	427348	4520418	46.7	2100.5
07/07/2009	428121	4520352	46.8	1909.7
07/07/2009	427503	4520420	47.2	3543.2
07/07/2009	427529	4520055	47.3	749.9
07/07/2009	428003	4520011	47.5	2406.6
07/07/2009	427821	4519951	48.2	897.8
07/07/2009	428162	4520318	48.8	737.5
07/07/2009	427577	4520208	48.9	636.8
07/07/2009	427671	4520254	49.6	2243
07/07/2009	427731	4520178	50.1	4291.2
07/07/2009	428060	4520282	50.2	1115.3
07/07/2009	427573	4520437	50.5	3103
07/07/2009	427651	4520299	50.6	3833.5
07/07/2009	427695	4520084	50.8	2277.8
07/07/2009	427562	4520181	50.8	2896.6
07/07/2009	427522	4520468	51	2094.8
07/07/2009	427457	4520209	51.5	2633.4
07/07/2009	427486	4519942	51.7	1239.1
07/07/2009	427505	4520397	51.8	3019.9
07/07/2009	427540	4519934	52	2333.6
07/07/2009	427702	4520277	52.1	1973.9
07/07/2009	427739	4520244	52.8	3713
07/07/2009	427725	4519829	53	3421.6
07/07/2009	427444	4520015	53.3	963.5
07/07/2009	428044	4520304	54.1	4767.9
07/07/2009	427704	4520580	54.3	1274.7
07/07/2009	427529	4519971	54.3	265.3
07/07/2009	427941	4520473	54.6	1204.3
07/07/2009	427445	4520105	54.7	3495.3
07/07/2009	427574	4520127	54.7	4048.2
07/07/2009	427618	4520164	54.9	82.3
07/07/2009	428219	4520252	55.4	579.3
07/07/2009	428118	4519902	56.8	1039.4
07/07/2009	427549	4520413	56.9	963.3
07/07/2009	428199	4520248	57	748
07/07/2009	428180	4520356	57.3	1790.6
07/07/2009	428245	4519869	57.4	509.5
07/07/2009	427786	4520515	57.5	1411.9
07/07/2009	427815	4520026	57.8	4470.8
07/07/2009	427560	4519984	57.9	13951.1
07/07/2009	427835	4519997	58.3	3201.1
07/07/2009	427769	4519813	58.5	3398.2
07/07/2009	427470	4520159	58.5	12819
07/07/2009	427362	4519870	59.2	934
07/07/2009	427532	4520204	59.3	503.3
07/07/2009	427928	4520476	59.4	15144.7
07/07/2009	428180	4520330	59.5	678.4
07/07/2009	427508	4520074	59.5	470.4
07/07/2009	427612	4520052	59.7	6727.9
07/07/2009	427480	4520103	59.9	743.8
07/07/2009	427508	4520433	60	2188.4
07/07/2009	427599	4520087	60.6	2522.2
07/07/2009	427455	4520075	60.8	498.1
07/07/2009	427754	4520165	62.8	2913.5
07/07/2009	427494	4520209	62.9	11168.2
07/07/2009	427586	4520363	63.1	4198.3
07/07/2009	427917	4519885	64.7	1802.2
07/07/2009	427572	4520325	65	1367
07/07/2009	428129	4520323	66.2	8709.6
07/07/2009	427627	4519997	66.2	584.8
07/07/2009	427508	4519926	66.5	330.4
07/07/2009	427807	4520079	67.2	2164.2
07/07/2009	428069	4520303	68	2672.1
07/07/2009	428104	4519915	68.4	8575
07/07/2009	427399	4520093	69.1	5017.1
07/07/2009	427502	4520129	69.2	15116.6
07/07/2009	427508	4520446	69.5	857.5
07/07/2009	428092	4519894	70.2	3291.8
07/07/2009	427748	4519821	71.7	1966.3
07/07/2009	427706	4519832	71.8	1357.3
07/07/2009	427661	4520162	72.2	2322.5
07/07/2009	427737	4519954	72.3	2616.3
07/07/2009	427567	4520388	72.3	10546.1
07/07/2009	427526	4520113	73.5	8495.7
07/07/2009	427752	4520071	74	2321.8
07/07/2009	427687	4520163	74.9	4791.8
07/07/2009	427689	4520564	75	472.2
07/07/2009	427539	4520435	76.9	3733.8
07/07/2009	427523	4520158	77.5	5849.6
07/07/2009	428052	4520287	77.8	8574.5
07/07/2009	428097	4520385	79	4961.7
07/07/2009	427502	4520189	80.8	9086.8
07/07/2009	427753	4520125	83.2	18106.1
07/07/2009	428176	4520267	84.9	30210.6
07/07/2009	427642	4520081	85	9374
07/07/2009	427543	4520484	90.6	939.1
07/07/2009	427577	4520018	91.9	1839.9
07/07/2009	427783	4520092	93	27114.1
07/07/2009	427475	4520455	93.5	3823.6
07/07/2009	427659	4520102	94.2	20617.1
07/07/2009	428167	4520357	94.3	36797.7
24/11/2009	427307	4520775	11.2	7.42
24/11/2009	428318	4520064	11.5	956.76
24/11/2009	428229	4519638	11.5	34.78
24/11/2009	427368	4520670	11.6	6.76
24/11/2009	427870	4520162	11.9	3.8
24/11/2009	427831	4520361	12.1	81.4
24/11/2009	427417	4520566	12.1	2.45
24/11/2009	427893	4520090	12.2	5.3
24/11/2009	427419	4520658	12.2	15.09
24/11/2009	428354	4520462	12.2	30.24
24/11/2009	427915	4520038	12.3	26.6
24/11/2009	428143	4520435	12.3	19.71
24/11/2009	427326	4520741	12.4	3.15
24/11/2009	428194	4520565	12.4	71.9
24/11/2009	427898	4520584	12.4	22.85
24/11/2009	427844	4520111	12.5	17
24/11/2009	427784	4520346	12.6	9.8
24/11/2009	428343	4520111	12.6	44.58
24/11/2009	428366	4520063	12.6	289.13
24/11/2009	428198	4520536	12.6	45.64
24/11/2009	428039	4520614	12.6	161.06
24/11/2009	427989	4520635	12.6	114.8
24/11/2009	428246	4519659	12.6	20.16
24/11/2009	427956	4520200	12.7	64.5
24/11/2009	427285	4520720	12.7	3.54
24/11/2009	427814	4520201	12.8	10.9
24/11/2009	427300	4520689	12.8	32.52
24/11/2009	428358	4520139	12.8	29.85
24/11/2009	428391	4520060	12.8	138.04
24/11/2009	427833	4520152	12.9	4.5
24/11/2009	427789	4520377	12.9	1.5
24/11/2009	427940	4520227	13	25.1
24/11/2009	427828	4520320	13	15.2
24/11/2009	428367	4520231	13	95.98
24/11/2009	427895	4520060	13.1	13.6
24/11/2009	427972	4520227	13.1	44.5
24/11/2009	427384	4520631	13.1	4.52
24/11/2009	428055	4519679	13.1	14.84
24/11/2009	428330	4520304	13.1	98.28
24/11/2009	428317	4520081	13.1	43.9
24/11/2009	427935	4520608	13.1	52.42
24/11/2009	428363	4519686	13.1	18.14
24/11/2009	428022	4520516	13.1	11.59
24/11/2009	427846	4520359	13.2	33.3
24/11/2009	428302	4520116	13.2	32.26
24/11/2009	428146	4520106	13.2	803.6
24/11/2009	428251	4520499	13.2	28.67
24/11/2009	427874	4520108	13.3	4.2
24/11/2009	427824	4520260	13.3	44.7
24/11/2009	428373	4520100	13.3	83.44
24/11/2009	428208	4519696	13.3	32.48
24/11/2009	427930	4520144	13.4	7.9
24/11/2009	427868	4520381	13.4	12.5
24/11/2009	427392	4520778	13.4	4.1
24/11/2009	428137	4520553	13.4	66.08
24/11/2009	428052	4520566	13.4	14.11
24/11/2009	427760	4520360	13.5	4
24/11/2009	427921	4520178	13.6	28.3
24/11/2009	427917	4520156	13.6	11.1
24/11/2009	427840	4520320	13.6	23.2
24/11/2009	427814	4520351	13.6	27.2
24/11/2009	428159	4520067	13.6	15.23
24/11/2009	428002	4520270	13.7	23.1
24/11/2009	427855	4520298	13.7	16.9
24/11/2009	428176	4520226	13.7	40.32
24/11/2009	427770	4520314	13.8	2.5
24/11/2009	427802	4520392	13.8	9.1
24/11/2009	427642	4520464	13.8	31.2
24/11/2009	427887	4520255	13.8	26.6
24/11/2009	428011	4519657	13.9	25.48
24/11/2009	427246	4520261	13.9	74.82
24/11/2009	427756	4520417	14	50.3
24/11/2009	427744	4519941	14	73.92
24/11/2009	428217	4520161	14	220.98
24/11/2009	427427	4520708	14.1	2.03
24/11/2009	428059	4520358	14.1	50.85
24/11/2009	427887	4520330	14.2	47.7
24/11/2009	427777	4520037	14.2	108.15
24/11/2009	428249	4520177	14.2	31.19
24/11/2009	428166	4520203	14.2	31.92
24/11/2009	427899	4520204	14.3	108
24/11/2009	427834	4520641	14.3	7.07
24/11/2009	427302	4520299	14.3	52.53
24/11/2009	427694	4520454	14.5	22.7
24/11/2009	428295	4520151	14.5	19.32
24/11/2009	427320	4520348	14.6	200.87
24/11/2009	428337	4520245	14.6	503.89
24/11/2009	428206	4520494	14.6	64.96
24/11/2009	427621	4519687	14.7	67.9
24/11/2009	427724	4520412	14.7	75.6
24/11/2009	427331	4520510	14.7	21.42
24/11/2009	428206	4520379	14.7	100.35
24/11/2009	428301	4520303	14.7	216.72
24/11/2009	427863	4520193	14.8	10.5
24/11/2009	427828	4520388	14.8	17.2
24/11/2009	427732	4520452	14.8	29.2
24/11/2009	427727	4519968	14.8	28.56
24/11/2009	427280	4520261	14.8	65.74
24/11/2009	427450	4520068	14.8	784
24/11/2009	427253	4520294	14.9	130.42
24/11/2009	428143	4520435	14.9	261.07
24/11/2009	428353	4520187	14.9	176.68
24/11/2009	428303	4520353	15	114.91
24/11/2009	428273	4520131	15	25.7
24/11/2009	427932	4519674	15.1	30.5
24/11/2009	427724	4520348	15.1	53.6
24/11/2009	427526	4520567	15.1	11.7
24/11/2009	428152	4520507	15.1	23.35
24/11/2009	427597	4520503	15.2	4.7
24/11/2009	427332	4520239	15.2	29.29
24/11/2009	428353	4520284	15.2	107.52
24/11/2009	427724	4519930	15.3	24.61
24/11/2009	427755	4519973	15.3	130.41
24/11/2009	428183	4520441	15.3	43.4
24/11/2009	428327	4520191	15.3	141.85
24/11/2009	428173	4520136	15.3	43.57
24/11/2009	428091	4520621	15.4	19.57
24/11/2009	427706	4520409	15.5	4.9
24/11/2009	427682	4519911	15.5	58.63
24/11/2009	427347	4520268	15.5	53.76
24/11/2009	428009	4520540	15.5	11.42
24/11/2009	428118	4519740	15.6	15
24/11/2009	427923	4520096	15.6	14.2
24/11/2009	427952	4519862	15.6	15.06
24/11/2009	427996	4519591	15.7	13
24/11/2009	427663	4520440	15.7	5.4
24/11/2009	427229	4520381	15.7	21.84
24/11/2009	428247	4520124	15.7	51.86
24/11/2009	427950	4519650	15.8	29.4
24/11/2009	427803	4520233	15.8	7.5
24/11/2009	427383	4520217	15.8	81.14
24/11/2009	428376	4520174	15.8	206.3
24/11/2009	428165	4520171	15.8	145.21
24/11/2009	427559	4520059	15.8	315.22
24/11/2009	428088	4520114	15.8	1139.04
24/11/2009	427397	4520306	15.9	63.78
24/11/2009	428257	4520219	15.9	518.62
24/11/2009	428135	4520152	15.9	38.3
24/11/2009	427714	4519880	16	37.8
24/11/2009	427766	4520384	16	6.4
24/11/2009	427770	4520757	16	6.6
24/11/2009	427345	4520321	16	130.48
24/11/2009	427260	4520180	16	78.06
24/11/2009	427630	4519722	16.1	54.3
24/11/2009	427979	4519622	16.1	26.5
24/11/2009	428147	4520589	16.1	8.86
24/11/2009	427296	4520153	16.2	29.68
24/11/2009	427409	4520161	16.2	635.04
24/11/2009	427643	4519935	16.3	27.6
24/11/2009	427339	4520173	16.3	41.27
24/11/2009	427448	4519927	16.3	39.31
24/11/2009	427650	4519827	16.4	106.4
24/11/2009	427733	4520586	16.4	65.3
24/11/2009	427800	4520484	16.5	34.06
24/11/2009	427277	4520328	16.5	160.72
24/11/2009	427328	4520278	16.5	30.35
24/11/2009	427863	4520554	16.5	35.22
24/11/2009	427298	4520225	16.6	46.37
24/11/2009	427283	4520041	16.6	454.72
24/11/2009	427402	4519940	16.6	14.5
24/11/2009	427441	4520309	16.6	114.63
24/11/2009	428095	4520207	16.6	86.91
24/11/2009	428110	4519959	16.6	1341.76
24/11/2009	427804	4520707	16.7	188.2
24/11/2009	427689	4520785	16.8	10.8
24/11/2009	427820	4520694	16.8	74.7
24/11/2009	427291	4519759	16.8	17.26
24/11/2009	428071	4520662	16.8	128.63
24/11/2009	427430	4520358	16.8	223.44
24/11/2009	427385	4520243	16.8	159.1
24/11/2009	427239	4520151	16.8	291.54
24/11/2009	427314	4520056	16.8	43.74
24/11/2009	428300	4520472	16.8	182.5
24/11/2009	427493	4520120	16.8	1489.04
24/11/2009	427614	4519834	16.9	16.1
24/11/2009	427718	4519869	16.9	32.2
24/11/2009	427757	4520684	16.9	34.4
24/11/2009	428143	4520435	16.9	68.32
24/11/2009	427367	4520045	16.9	1592.64
24/11/2009	427653	4519863	17	42.7
24/11/2009	427712	4519902	17	108.1
24/11/2009	427767	4520684	17	63.7
24/11/2009	427858	4520058	17	12.29
24/11/2009	427333	4520016	17	389.7
24/11/2009	428095	4520602	17	174.22
24/11/2009	427534	4520478	17	82.54
24/11/2009	428010	4519938	17.1	324.24
24/11/2009	427885	4519948	17.2	210.53
24/11/2009	428308	4520227	17.2	229.6
24/11/2009	427654	4520021	17.2	626.64
24/11/2009	428033	4520064	17.2	17.58
24/11/2009	427646	4519724	17.3	105.4
24/11/2009	427771	4520718	17.3	14.9
24/11/2009	427914	4520010	17.3	76.13
24/11/2009	428057	4520623	17.3	40.15
24/11/2009	427441	4519958	17.3	9.07
24/11/2009	427583	4519945	17.3	348.49
24/11/2009	427778	4520782	17.4	12.2
24/11/2009	428329	4520157	17.4	79.46
24/11/2009	427736	4520744	17.5	28.1
24/11/2009	427707	4520801	17.5	16.8
24/11/2009	427890	4519964	17.5	299.6
24/11/2009	427360	4519961	17.5	48.1
24/11/2009	427920	4519857	17.5	91.22
24/11/2009	427401	4519717	17.6	24.7
24/11/2009	427853	4520751	17.6	74.2
24/11/2009	427716	4520617	17.6	116.2
24/11/2009	427675	4520224	17.6	454.33
24/11/2009	427604	4519874	17.7	72
24/11/2009	427539	4519830	17.7	34.3
24/11/2009	427810	4520781	17.7	8.6
24/11/2009	427299	4519727	17.7	14.81
24/11/2009	428206	4520618	17.7	12.74
24/11/2009	427598	4519813	17.8	40.3
24/11/2009	427640	4519776	17.8	23.2
24/11/2009	427604	4519902	17.8	25.9
24/11/2009	427429	4519823	17.8	22.5
24/11/2009	427718	4520683	17.8	106.1
24/11/2009	427805	4520726	17.8	70.2
24/11/2009	427937	4520022	17.8	64.75
24/11/2009	427886	4520633	17.8	12.18
24/11/2009	427984	4520414	17.8	105.28
24/11/2009	428114	4520299	17.8	92.12
24/11/2009	427581	4519773	17.9	48
24/11/2009	427746	4520709	17.9	88.6
24/11/2009	427441	4520429	17.9	583.07
24/11/2009	427484	4520343	17.9	240.8
24/11/2009	427366	4520157	17.9	256.93
24/11/2009	428080	4520051	17.9	874.72
24/11/2009	428015	4520561	17.9	2919.28
24/11/2009	428101	4519645	17.9	22.29
24/11/2009	428138	4519646	17.9	15.68
24/11/2009	428146	4519661	17.9	25.2
24/11/2009	428110	4519682	17.9	25.2
24/11/2009	428106	4519712	17.9	33.71
24/11/2009	428089	4519702	17.9	22.9
24/11/2009	427657	4519804	18	57.1
24/11/2009	427363	4520344	18	246.85
24/11/2009	427494	4519829	18.1	35.3
24/11/2009	427402	4519754	18.1	24.2
24/11/2009	428028	4520365	18.1	236.15
24/11/2009	428125	4520133	18.1	406.39
24/11/2009	427444	4519838	18.2	16.1
24/11/2009	427735	4520807	18.2	34.3
24/11/2009	427719	4520609	18.2	766.6
24/11/2009	427311	4520367	18.2	472.42
24/11/2009	427515	4520286	18.2	127.46
24/11/2009	428026	4520405	18.2	25.2
24/11/2009	427875	4520022	18.3	48.16
24/11/2009	427487	4520319	18.3	262.98
24/11/2009	427459	4520282	18.3	195.72
24/11/2009	428095	4520437	18.3	234.81
24/11/2009	427732	4519843	18.4	41.5
24/11/2009	427793	4519852	18.4	76.3
24/11/2009	427561	4519871	18.4	31.4
24/11/2009	427549	4520539	18.4	32.1
24/11/2009	427463	4520403	18.4	346.14
24/11/2009	427688	4519935	18.5	168
24/11/2009	427745	4519915	18.5	91.63
24/11/2009	427380	4520059	18.5	314.72
24/11/2009	428027	4520139	18.5	229.1
24/11/2009	427431	4519767	18.6	18.9
24/11/2009	427711	4520623	18.6	215.4
24/11/2009	427864	4520607	18.6	129.85
24/11/2009	427735	4520548	18.7	24.29
24/11/2009	427950	4520458	18.7	178.75
24/11/2009	427711	4520717	18.8	82.3
24/11/2009	428197	4520594	18.8	12.78
24/11/2009	427444	4520134	18.8	1585.42
24/11/2009	427584	4519850	18.9	69.5
24/11/2009	427475	4519736	18.9	47.6
24/11/2009	427715	4519784	19	65.8
24/11/2009	428234	4520332	19	1922.48
24/11/2009	427444	4519796	19.1	32.1
24/11/2009	427912	4519922	19.1	81.9
24/11/2009	427348	4520095	19.1	406.5
24/11/2009	428041	4520381	19.1	67.59
24/11/2009	428129	4520216	19.1	26.15
24/11/2009	427291	4520473	19.2	14.95
24/11/2009	428006	4520070	19.3	1154.72
24/11/2009	428245	4519858	19.4	41.9
24/11/2009	427684	4519721	19.5	22.7
24/11/2009	427556	4520268	19.5	1210.55
24/11/2009	427543	4520558	19.6	11.3
24/11/2009	428395	4520199	19.6	308.17
24/11/2009	427930	4520473	19.6	315.62
24/11/2009	427754	4519748	20	114.5
24/11/2009	428156	4520396	20.1	610.96
24/11/2009	427688	4519886	20.2	55.8
24/11/2009	427941	4519916	20.2	194.74
24/11/2009	427421	4520403	20.2	193.09
24/11/2009	427414	4520266	20.2	175.5
24/11/2009	427712	4520655	20.5	148.1
24/11/2009	427908	4519904	20.5	30.59
24/11/2009	427883	4519887	20.5	14.95
24/11/2009	427387	4520107	20.5	1668.8
24/11/2009	427774	4519824	20.6	124.6
24/11/2009	427869	4519926	20.6	259.6
24/11/2009	427729	4520694	20.7	764.4
24/11/2009	427569	4519762	20.8	15.3
24/11/2009	427773	4519910	20.8	31.36
24/11/2009	428143	4520435	20.8	700
24/11/2009	428058	4520539	20.8	153.61
24/11/2009	427703	4520575	20.9	24969
24/11/2009	427949	4519966	20.9	333.9
24/11/2009	428134	4520365	20.9	1351.62
24/11/2009	428086	4519817	21.2	521.4
24/11/2009	427429	4520091	21.2	4557.28
24/11/2009	427420	4520038	21.3	2091.6
24/11/2009	428098	4520175	21.3	33.21
24/11/2009	427647	4520186	21.4	562.69
24/11/2009	427643	4520355	21.4	396.31
24/11/2009	427503	4520036	21.4	2740.64
24/11/2009	427417	4519996	21.6	559.05
24/11/2009	427680	4520768	21.7	1079.1
24/11/2009	427715	4520067	21.7	1418.48
24/11/2009	427862	4519956	21.9	832.65
24/11/2009	427455	4519756	22	26.5
24/11/2009	428035	4520324	22	200.48
24/11/2009	427648	4519901	22.1	70
24/11/2009	427481	4520162	22.1	2489.2
24/11/2009	428256	4520250	22.1	422.41
24/11/2009	428000	4520505	22.1	250.88
24/11/2009	427592	4519798	22.3	26.3
24/11/2009	428275	4520277	22.3	1268.4
24/11/2009	428018	4519999	22.3	1350.33
24/11/2009	427742	4519760	22.4	116.2
24/11/2009	427441	4520186	22.4	1192.24
24/11/2009	427361	4519817	22.8	281.37
24/11/2009	427581	4520181	22.9	545.55
24/11/2009	427364	4520447	23	192.25
24/11/2009	427524	4519993	23	2259.04
24/11/2009	427742	4519810	23.1	89
24/11/2009	428230	4520278	23.2	443.97
24/11/2009	427295	4520111	23.3	45.86
24/11/2009	427447	4520234	23.4	1167.99
24/11/2009	427367	4519866	23.5	390.99
24/11/2009	427253	4520106	23.8	662.87
24/11/2009	427723	4520258	23.9	2947.5
24/11/2009	428275	4520317	24.2	3687.04
24/11/2009	427875	4519997	24.4	259.46
24/11/2009	427706	4519748	24.5	110.3
24/11/2009	428188	4520333	24.5	557.87
24/11/2009	427531	4520374	25	1423.52
24/11/2009	428092	4519899	25.3	151.98
24/11/2009	427373	4520410	25.4	132.72
24/11/2009	428162	4520310	25.6	1177.12
24/11/2009	428072	4519782	25.7	6292.3
24/11/2009	428078	4520001	25.9	17035.2
24/11/2009	427630	4520384	26	214.09
24/11/2009	427996	4520052	26.1	2852.08
24/11/2009	427769	4519949	26.3	258.34
24/11/2009	427394	4520404	26.3	1106.17
24/11/2009	427797	4520103	26.5	367.57
24/11/2009	427607	4519745	26.7	71
24/11/2009	427731	4520674	26.7	693.4
24/11/2009	428177	4520272	27	2446.42
24/11/2009	427598	4520071	27	463.23
24/11/2009	427676	4520320	27.2	784
24/11/2009	427695	4520178	27.4	1902.32
24/11/2009	427445	4520235	27.7	451.92
24/11/2009	427787	4520070	27.8	988.4
24/11/2009	427620	4520104	28	27.55
24/11/2009	427320	4520426	28.1	1162.78
24/11/2009	427617	4520225	28.1	1055.04
24/11/2009	427469	4520020	28.2	2428.16
24/11/2009	428094	4519834	28.3	66.2
24/11/2009	428159	4520369	28.4	571.2
24/11/2009	427739	4519737	29.3	218.4
24/11/2009	427918	4519933	29.7	1025.15
24/11/2009	427405	4520469	29.7	2367.06
24/11/2009	427678	4520055	30.2	5483.41
24/11/2009	428224	4519871	30.4	2258.8
24/11/2009	427906	4519970	30.6	3409.7
24/11/2009	427568	4520006	30.8	1797.04
24/11/2009	427306	4520401	31.5	2014.32
24/11/2009	427479	4520457	31.6	9178.4
24/11/2009	427520	4520082	31.6	881.44
24/11/2009	427573	4520122	32.1	1441.89
24/11/2009	427586	4520395	32.1	6245.12
24/11/2009	427499	4520221	32.2	99.12
24/11/2009	427766	4520003	32.3	278.6
24/11/2009	427810	4520077	32.3	2151.07
24/11/2009	427933	4520503	32.3	35000
24/11/2009	427823	4520017	32.5	899.15
24/11/2009	427498	4519933	32.8	169.62
24/11/2009	427533	4519940	32.8	4244.41
24/11/2009	427600	4520264	33	2527.56
24/11/2009	427696	4520285	34	3181.92
24/11/2009	427763	4519820	34.1	1020.6
24/11/2009	427490	4519914	34.3	2562.56
24/11/2009	428073	4520294	34.6	2912.56
24/11/2009	427640	4520055	34.6	6418.72
24/11/2009	427261	4520093	34.8	12090.4
24/11/2009	427787	4520088	36	2303.35
24/11/2009	428039	4520298	36.3	2674.17
24/11/2009	427827	4519946	36.4	1422.75
24/11/2009	428039	4520443	38.8	2390.08
24/11/2009	427844	4520519	39.1	5924.8
24/11/2009	427624	4519989	39.2	1361.75
24/11/2009	427786	4520006	39.4	9246.65
24/11/2009	428090	4520401	39.8	336.56
24/11/2009	428268	4520344	40	5502.56
24/11/2009	427473	4520097	40	4649.9
24/11/2009	427652	4519752	40.1	66.8
24/11/2009	427549	4520328	40.1	1271.65
24/11/2009	427830	4520051	40.6	716.45
24/11/2009	427871	4519949	40.6	7572.95
24/11/2009	427754	4519960	40.8	810.6
24/11/2009	427763	4520171	40.9	12213.6
24/11/2009	427350	4520394	41.3	2874.48
24/11/2009	428111	4519915	41.5	13475.28
24/11/2009	427542	4520199	42	5070.8
24/11/2009	428131	4519908	43	1810.5
24/11/2009	427602	4520040	43.2	1391.04
24/11/2009	427525	4520149	43.7	10057.6
24/11/2009	427782	4520523	44.3	6059.9
24/11/2009	427633	4520145	44.8	2120.72
24/11/2009	427768	4520531	45.4	678.3
24/11/2009	427782	4519970	47	757.05
24/11/2009	427657	4520268	47.1	1151.58
24/11/2009	427572	4520443	47.2	6053.6
24/11/2009	427365	4519870	48.8	1914.15
24/11/2009	427783	4519988	49	772.8
24/11/2009	427829	4519935	49	4523.4
24/11/2009	427716	4520173	51	8450.4
24/11/2009	427924	4519884	51.4	3825.36
24/11/2009	427827	4519986	53.4	590.45
24/11/2009	427738	4520211	54.5	6160
24/11/2009	427807	4519924	56.5	1028.65
24/11/2009	427705	4520530	56.9	5870.9
24/11/2009	427959	4520486	57	22176
24/11/2009	427728	4519959	61.3	12752.6
24/11/2009	427692	4520560	62.3	2137.5
24/11/2009	427528	4520424	63.6	24561.6
24/11/2009	428111	4519896	64.9	3361.5
24/11/2009	427514	4520423	65.4	248.42
24/11/2009	428063	4520272	65.4	7582.4
24/11/2009	427602	4520354	65.8	6417.6
24/11/2009	428148	4520346	67	24976
24/11/2009	427565	4520388	67.7	3443.38
24/11/2009	427732	4519822	69.9	2535.4
24/11/2009	427688	4520138	73.1	5865.44
24/11/2009	427765	4520143	77	3175.2
24/11/2009	427621	4520304	78.4	3945.2
24/11/2009	427719	4519833	80	1503.6
24/11/2009	428121	4519912	86.9	7298.8
