kyears	sea	temp	CO2
215	-6.5	-1.16220716582423	242.258353038159
216	-10.74	-2.44203800217156	240.81196770016
217	-21.54	-4.08517868745938	248.529883596346
218	-29.58	-4.98841740850644	247.602318960916
219	-39.16	-4.92991452991453	240.874389146535
220	-49.6	-5.8046145910096	227.322824288949
221	-57.84	-6.93134556574927	214.269011866009
222	-67.09	-7.14841692164427	212.866660333444
223	-69.51	-8.54430440090691	208.427849217928
224	-68.74	-8.57684887459806	206.360485614502
225	-69.26	-7.47122923588037	204.75731522089
226	-66.5	-5.69129996450125	203.600559769051
227	-65.16	-6.18539302079652	219.116884639253
228	-65.57	-7.72992319414807	235.110780607139
229	-62.94	-7.85651975005576	230.610886145132
230	-57.47	-6.59282543453794	226.670508021905
231	-49.89	-7.42223647294591	231.742380955438
232	-39.44	-5.97518993135011	233.629166470516
233	-31.3	-5.87020516214428	241.765300497639
234	-27.81	-4.68712434478742	242.913699119561
235	-22.9	-3.6262279137623	244.062097741483
236	-15.91	-3.02291097581048	245.344929334712
237	-12.93	-2.84377503852083	243.05514181119
238	-16.93	-2.00760873554781	242.373042073065
239	-21.86	-1.65056082830026	245.507894736842
240	-26.82	-1.30402191395255	250.524208009564
241	-35.26	-0.191670224119614	257.68889890433
242	-45.72	1.9868370165747	265.952427535359
243	-51.2	1.61575121163168	279.83310819759
244	-56.73	-0.373893932683721	265.743432494279
245	-47.88	-3.01461216298751	250.188250784756
246	-71.87	-4.7310379898294	232.303783550199
247	-80.64	-6.82567465470428	219.12696579318
248	-84.39	-5.66945226397557	217.018756335842
249	-87.15	-6.43910003650968	214.910546878504
250	-90.08	-7.61399333596881	209.002228576418
251	-90.51	-7.46033578988197	202.672285764177
252	-90.18	-8.44707089925895	211.456982027532
253	-90.12	-8.06732482776217	195.474927767261
254	-87.6	-7.49336894315147	196.319093722529
255	-80.55	-7.53455254403664	196.268454909293
256	-85.9	-7.86994807352787	198.371811515877
257	-90.55	-7.21537669580137	201.669386951557
258	-92.35	-7.02558480842478	203.993825352794
259	-86.91	-7.26084962614234	203.926658517091
260	-76.07	-7.69872758326217	206.195851309656
261	-72.52	-7.1203149335776	208.568014411529
262	-72.1	-7.85834874640362	208.670388872821
263	-73.52	-7.6382862841361	215.997637349575
264	-80.85	-6.54961538461535	223.639175619531
265	-81.29	-7.42549861790346	220.530487073496
266	-76.74	-7.80115460852328	202.34503414609
267	-75.43	-7.86998676912118	211.605334937826
268	-88.1	-8.34190174326466	193.440924026447
269	-92.09	-8.87947789669606	187.233334391568
270	-93.27	-8.88467314365022	194.449950254206
271	-84.89	-9.5395991278095	198.648677857189
272	-77.94	-9.30647725824947	186.5946875
273	-74.2	-9.31430869528406	189.469828476958
274	-70.83	-9.1009980615981	193.324713248184
275	-61.01	-8.65466041945557	194.068777257309
276	-54.32	-8.06705567654576	197.395362077093
277	-50.86	-9.00340565473652	195.143507019438
278	-48.23	-8.0440125511077	197.567067104564
279	-45.62	-8.06563498238069	203.115154550937
280	-42.44	-7.020863643021	207.134508990318
281	-39.03	-6.80906060001996	213.252955012533
282	-38.63	-6.7574356975838	219.52244180682
283	-39.26	-6.29093971159473	225.379907046949
284	-39.35	-6.08346973754688	229.506327540056
285	-40.03	-5.7672713559417	230.053503848621
286	-43	-5.40267952127667	227.838076152305
287	-45.5	-5.18760416666668	228.738649718192
288	-48.56	-4.60817913385825	230.631506496848
289	-54.86	-5.12198154023653	232.466185651741
290	-58.27	-3.9380096308186	234.520904392356
291	-58.29	-5.10347299813782	219.75702208617
292	-53.8	-5.94981636422906	213.792207512904
293	-50.77	-6.66242318003713	207.25077664188
294	-49.26	-6.90748709768233	206.3038742154
295	-48.22	-7.65654227868194	210.295682883359
296	-43.51	-5.38730182226538	212.873631745685
297	-44.77	-7.03064793989569	213.464931360789
298	-44.88	-7.71581175556707	215.597411701986
299	-42.38	-6.54054482464052	220.310365363428
300	-40.16	-5.89099834445392	229.965991968523
301	-38.64	-6.55164587564068	235.956375927453
302	-36.2	-7.04091670378619	238.769357718432
303	-33	-6.04116675520363	236.337271396866
304	-36.19	-5.3435668789809	239.769646265687
305	-38.96	-4.97892930963209	240.650039543894
306	-35.29	-5.28994779788152	249.757941143505
307	-31.22	-7.45999153033472	246.795608456612
308	-31.05	-6.2908164462698	232.975422932876
309	-27.33	-5.36387718384545	227.028199593818
310	-22.67	-5.64029111802724	226.229915708812
311	-20.87	-5.26480087180504	234.352148378508
312	-19.67	-4.95905755605173	238.228810916179
313	-16.66	-4.11521968180374	240.572699746565
314	-9.95	-3.58663739088521	250.890347386838
315	-7.03	-2.71249461851221	256.77977012334
316	-7.3	-1.63946367956552	252.652768532527
317	-6.47	-3.18880053015242	267.069504398197
318	-7.02	-3.71692571963975	251.130808108255
319	-8.25	-4.41467021326682	243.419843203079
320	-6.17	-3.86689673726946	236.91125998454
321	-5.29	-3.06214896345375	255.187249059494
322	-2.38	-2.13243963411166	250.132626604509
323	-0.59	-1.18898640296662	255.241509674947
324	-4.09	-0.542070872724969	259.718319996937
325	-11.39	-0.183670331152607	260.300881628574
326	-11.59	0.94724845201248	261.813517947116
327	-5.54	0.601003262051482	265.135067179639
328	-1.95	0.755651720542237	265.819954836628
329	-1.78	0.414171282798815	270.741218883053
330	-9.32	0.824926033246914	274.832949424136
331	-25.22	-0.169377181575483	267.390587960201
332	-37.73	1.04050174334551	270.564756575003
333	-41.34	3.19	272.743541420161
334	-44.91	3.61700029066955	282.446451099619
335	-54.11	1.3603737231127	296.731223810036
336	-72.67	-1.13504038130538	281.461301732758
337	-86.27	-2.88397591704761	276.949914464052
338	-88.48	-4.07513017456359	260.234534965487
339	-89.68	-5.58980686695283	241.880162224797
340	-91.34	-6.98618294895051	239.484191749092
341	-99.06	-8.88413543150978	236.248270831712
342	-102.83	-9.14812718697702	243.979928810394
343	-99.93	-9.09341094226725	241.004007844316
344	-99.95	-8.67396800101986	201.019184783618
345	-99.99	-8.53056603773583	205.19644932514
346	-97.26	-8.52263312693497	204.897241034498
347	-95.41	-8.4726496656321	208.739487703244
348	-95.79	-8.57159271368518	214.29832149936
349	-95.19	-6.65053338370653	219.567157588378
350	-93.87	-7.33015025979497	220.571445575148
351	-87.03	-7.8300260008667	220.886746332658
352	-83.3	-7.76879975995197	220.041508426497
353	-83.38	-7.60220286331713	216.77102619723
354	-86.1	-7.63080672911494	211.667691661687
355	-90.32	-8.83033010109345	209.316425942668
356	-92.82	-8.80934628430466	208.275325204143
357	-92.4	-8.76239247149665	203.201106931319
358	-92.14	-8.95449989914417	198.126888658496
359	-89.06	-8.54842530766235	193.052670385672
360	-85.53	-8.4345516372796	188.919604890467
361	-78.35	-7.91849148492085	186.049649636896
362	-69.37	-7.50999682529605	185.890393680724
363	-63.03	-6.27425618572445	188.339039056215
364	-63.89	-7.23568544032465	194.211007271327
365	-64.07	-7.97039992119779	200.082975486439
366	-54.84	-7.56419715316244	202.636126885213
367	-48.23	-7.58163725363905	204.409626626143
368	-45.47	-7.3861103599253	206.183126367073
369	-44.13	-7.77035311458597	205.062024958057
370	-44.26	-6.87598864086645	203.736711777516
371	-45.09	-6.42707298486263	202.411398596975
372	-45.15	-6.34763152266896	201.307138892241
373	-47.15	-5.4389457733521	200.341771449258
374	-48.95	-6.67781474467807	204.494914652715
375	-50.8	-7.71702017775643	212.966677351773
376	-51.26	-7.23639965333664	219.002325327272
377	-52.15	-6.62754328619052	224.411333784995
378	-51.2	-6.27158833522084	227.396865581676
379	-37.02	-5.88177458608988	229.450554150435
380	-23.08	-4.9465071026931	228.827239796224
381	-19.11	-4.96345605526161	228.203925442014
382	-22.54	-4.0120752445447	227.580611087803
383	-21.71	-5.1089706507869	227.547756402372
384	-21.71	-5.99629417446628	235.543033038943
385	-20.54	-4.68734104691395	239.769272878941
386	-18.5	-4.31216092389247	239.247914566751
387	-15.47	-3.93709791983763	242.678870424564
388	-18.8	-5.36055712502464	246.6895035291
389	-27.18	-6.36962967206076	246.058743905285
390	-28.92	-5.90634084302324	248.321486319273
391	-23.33	-4.72323051565811	252.596713636237
392	-18.28	-4.57223752508826	256.871940953202
393	-10.19	-3.40312621649953	259.813855280846
394	-4.18	-2.44677513355997	273.549316149395
395	-3.31	-2.14739250525621	261.134795772077
396	-3.48	-1.29774059868624	265.765208680243
397	-1.81	-0.43631928733032	270.39562158841
398	4.9	-0.210949795179573	275.026034496576
399	12.47	0.452857142857154	276.651232866756
400	18.54	0.562081218274101	277.674579038678
401	17.75	0.906943005181346	283.179737776411
402	16.3	1.57918918918919	283.109848760169
403	17.86	2.40385964912281	275.777145569881
404	19.02	1.87775401069516	276.327556313899
405	16.07	2.02444444444449	280.165674669371
406	13.25	2.60655555555553	279.930043170717
407	12.61	2.94532163742691	283.308530485332
408	10.54	2.4568852459017	285.08623895015
409	5.67	2.19122905027932	282.220977011494
410	-4.34	1.57103092783505	278.409738650708
411	-11.41	1.46326923076923	283.149761231086
412	-13.32	0.49624454148471	280.56520296439
413	-14.63	0.641266968325772	276.064187619068
414	-19.34	0.301223628691973	267.114427489734
415	-27.13	0.146400000000001	270.357906743881
416	-34.82	0.205	275.867109295199
417	-36.4	0.752622950819666	272.662404444795
418	-50.54	0.308373983739843	272.020622766718
419	-53.85	-0.283606557377048	274.184083775503
420	-61.18	-0.583722627737213	271.799304634575
421	-68.48	-0.742352941176484	272.518720412429
422	-75.22	-1.78450000000001	268.288525382756
423	-81.07	-2.07388888888894	269.233037453994
424	-85.93	-2.21050000000006	268.848352505362
425	-97.74	-0.247777777777798	268.17293077773
426	-114.91	-2.03902527075814	270.382415988396
427	-122.93	-2.88803278688529	258.234188226472
428	-123.82	-4.64194225721785	251.845727636849
429	-124.4	-6.2390537084399	245.506422995032
430	-119.99	-7.26501066098079	232.348600845345
431	-119.41	-8.15183864915572	219.993555868646
432	-120.06	-8.19	226.03620353944
433	-121.15	-8.32675675675676	219.489102268715
434	-119.52	-8.55473161033797	210.395871550958
435	-115.07	-8.47664246823955	208.475322628186
436	-113.91	-8.68398907103823	209.710260524154
437	-113.26	-9.4375415896488	208.222290438822
438	-110.74	-9.36778523489933	205.152106463878
439	-105.38	-9.16530844155845	200.589368821293
440	-99.91	-9.0790017211704	201.121479049719
441	-98.54	-8.95359322033898	201.61333503055
442	-100.55	-8.3371256454389	201.358752545825
443	-101.78	-8.01461538461539	201.633641495288
444	-99.69	-7.51921348314605	201.697047233505
445	-96.28	-7.45	199.746916776502
446	-95.52	-7.62022767075306	199.808119420382
447	-95.02	-6.23031971580815	200.867750139077
448	-96.95	-6.53792563600782	202.611264516129
449	-98.28	-7.35837370242215	205.737486733941
450	-97.77	-7.45260105448155	205.538686383356
451	-97.82	-7.68238952536821	201.53832251288
452	-96.21	-7.04174545454547	202.145884923525
453	-94.59	-7.4816396103896	204.137853433353
454	-92.94	-6.48808219178084	201.178697860692
455	-90.9	-7.03027538726334	197.791524663677
456	-89.86	-7.9989108910891	193.307219730942
457	-88.33	-8.86172804532578	192.582269529039
458	-85.94	-8.78971305595409	201.961481993264
459	-81.84	-8.77304225352113	205.766709776309
460	-81.43	-8.40462427745665	203.829899294679
461	-79.68	-8.24451237263465	197.409187986652
462	-78.29	-7.31483516483518	192.462065174994
463	-75.46	-7.63092307692308	192.648523661858
464	-73.88	-7.90651491365777	196.826711843552
465	-74.83	-8.44416430594901	203.087927435462
466	-71.39	-8.34057746478873	209.265733526107
467	-62.89	-8.0417510853835	206.833650427239
468	-52	-8.25775312066576	204.149494052448
469	-51.21	-6.66518348623855	203.620926171263
470	-51.75	-6.81270998415215	205.427502107672
471	-49.63	-5.12335260115607	211.694035508941
472	-41.58	-4.08934497816591	222.901292926528
473	-36.84	-5.65198487712666	236.942081511775
474	-34.5	-7.0040594059406	245.061383829028
475	-32.09	-6.06232876712333	240.979506671293
476	-29.84	-4.80047619047619	233.078098770252
477	-27.61	-4.02215686274509	232.992453591606
478	-28.34	-5.1183613445378	236.755024909087
479	-31.41	-5.77608938547486	238.552283100551
480	-32.77	-4.99798387096775	227.037943576844
481	-32.41	-4.90936974789915	220.259606100739
482	-30.53	-4.35433189655173	223.6531416122
483	-28.2	-4.08336343115124	225.406650131382
484	-24.91	-3.57077283372366	230.460263127701
485	-21.12	-3.45225961538461	231.382547105314
486	-17.44	-3.35643031784841	232.018524242631
487	-17.62	-2.75161879895561	232.917691423253
488	-17.2	-2.48453804347826	232.528350386127
489	-18.07	-2.47370572207084	239.990550336664
490	-15.29	-2.31794444444444	251.779278955956
491	-12.74	-2.98541333333332	242.859694894928
492	-10.85	-3.31773778920308	245.953031401481
493	-12.44	-3.49553299492386	242.95290334965
494	-14.59	-3.84221674876848	239.354826942654
495	-17.71	-3.78	238.32667256197
496	-18.44	-3.66205128205128	238.156339263343
497	-15.39	-3.95286432160805	236.702808112325
498	-14.05	-3.88564556962025	236.336832417298
499	-17.99	-3.7613612565445	232.068171683389
500	-22.56	-4.26136363636363	230.721650385604
501	-23.33	-4.42269035532995	228.480161195103
502	-24.04	-4.26779702970298	230.87141274381
503	-27.37	-4.41509090909091	231.571037642873
504	-30.58	-4.42105820105822	232.153264051908
505	-33.44	-4.90236559139786	234.077158687829
506	-36.11	-5.11530303030303	234.531922850817
507	-42.61	-4.63506702412868	235.811505183004
508	-47.62	-4.78397790055249	237.878408582924
509	-55.32	-5.88931034482758	237.230765402844
510	-55.45	-5.60808080808082	238.589458696028
511	-53.4	-5.78219948849105	234.61263312096
512	-52.81	-5.65882352941175	235.71276943136
513	-53.28	-5.55603723404257	240.344472983257
514	-51.5	-4.78343839541547	238.351930273546
515	-50.33	-4.96384180790965	239.63599750934
516	-47.55	-4.0112923076923	242.180122046222
517	-44.78	-4.27534743202428	246.31319346049
518	-45.35	-3.47693811074917	246.080194630409
519	-46.68	-3.36785714285713	245.390337189674
520	-45.1	-3.62706840390881	247.463427972535
521	-44.99	-3.86644518272414	245.026505992081
522	-46.82	-3.41269230769234	243.194323747952
523	-49.7	-4.55528409090908	242.475981323097
524	-50.48	-4.49668587896251	240.585757753072
525	-49.96	-4.48075471698116	236.239873128581
526	-49.68	-4.89425531914893	233.991818181818
527	-48.46	-4.50571428571435	229.975574182942
528	-48.5	-4.35053619302951	226.658116136919
529	-50.66	-4.47481283422459	223.609917224891
530	-52.1	-5.52339712918666	221.691235288813
531	-53.67	-6.98683333333336	220.498976802398
532	-53.71	-7.35856015779095	220.664093095352
533	-53.01	-7.54848314606741	211.246489061397
534	-56.16	-7.23444652908068	199.548843655733
535	-61.14	-6.64408560311282	193.950855133465
536	-64.07	-6.77888059701492	196.366606677424
537	-67.39	-6.77260223048328	199.515733564014
538	-64.18	-7.15059040590408	202.76888880854
539	-59.91	-7.69527182866556	205.729629284476
540	-58.99	-7.46135451505017	209.353429906543
541	-55.16	-7.46766277128548	212.238779439252
542	-51.73	-7.21564924114671	209.224359576211
543	-53.72	-7.24671186440677	204.670752991871
544	-53.89	-7.56737815126051	204.270513485477
545	-53.73	-8.126026272578	208.356223184734
546	-55.03	-8.13442649434572	210.202031619079
547	-57.35	-7.41996655518396	209.617393218846
548	-59.46	-6.98647940074908	208.677355046157
549	-62.11	-7.06607547169809	204.092945551073
550	-62.75	-5.8947109207709	205.953266617054
551	-60.01	-5.95427293064882	214.436426478323
552	-58.3	-6.80986842105262	219.184763013699
553	-59.76	-6.23640909090909	222.263012729844
554	-61.1	-4.93930851063831	221.241107650118
555	-58.37	-3.92681388012614	224.136687637205
556	-52.38	-4.03553191489357	228.710165229249
557	-46.51	-5.04081632653054	241.557161533991
558	-40.41	-5.53993399339935	247.994006638218
559	-37.88	-6.80861290322581	236.613308069549
560	-36.07	-5.54953177257525	230.222585106383
561	-35.39	-4.85135135135134	228.533994310921
562	-34.82	-4.03775933609959	232.615427773306
563	-33.39	-3.33486111111111	238.411737089202
564	-30.12	-2.6451515151515	245.718841791669
565	-26.73	-2.07454054054052	250.155086110162
566	-19.58	-1.82740331491713	252.24184636504
567	-13.9	-1.76363157894734	254.198299806938
568	-13.27	-1.45614583333332	253.452394675019
569	-11.65	-1.62851063829782	252.491260014567
570	-9.06	-1.50878306878307	250.22807315037
571	-8.18	-1.48963917525774	251.8
572	-6.66	-1.54203980099506	251.503456471347
573	-8.42	-1.35698019801986	247.471672096963
574	-8.88	-1.72277227722781	249.307403405442
575	-12.1	-1.34044334975372	251.959728946631
576	-12.36	-1.69111627906976	251.633890731367
577	-11.71	-1.83326180257511	251.656899224806
578	-13.91	-1.79512820512822	251.174103225806
579	-23.45	-1.09012987012987	250.907879970271
580	-32.03	-1.3279032258065	248.228624198421
581	-38.35	-3.05787301587298	232.561728212703
582	-44.03	-4.47337874659403	218.870441251924
583	-50.08	-6.31159999999996	209.17014160851
584	-53.33	-6.75239382239382	210.838687926315
585	-54.4	-5.76117764471055	215.661210409697
586	-49.95	-5.50939736346514	220.483732893079
587	-47.15	-6.71608187134503	225.216501629676
588	-45.53	-5.50589743589748	235.648145285143
589	-39.1	-4.38391791044776	246.819676953246
590	-33.2	-3.47664694280079	248.237142160052
591	-30.1	-5.34282474226797	237.606740912431
592	-28.97	-5.59431372549019	228.969295454545
593	-30.38	-5.11862068965517	230.432359583876
594	-29.81	-4.45450847457627	237.669500514933
595	-26.35	-4.05356896551724	236.776630810604
596	-23.46	-5.50076660988082	224.521853290706
597	-24.04	-6.58493788819873	216.404929776391
598	-27.53	-6.29736774193554	217.296480594519
599	-33.05	-5.45368349249659	224.26298794557
600	-41.35	-5.03965517241379	229.775055882598
601	-41.23	-4.89472701149429	231.906230736123
602	-39.41	-4.31053375196232	235.444677838882
603	-37.95	-4.19927113702624	238.238997330169
604	-33.99	-3.98656804733727	239.342423559823
605	-24.09	-3.50013372956909	243.323221196455
606	-16.31	-3.27400611620793	246.610919819166
607	-14.29	-2.77696183206105	250.166098611634
608	-15.19	-2.05439669421486	254.655747634069
609	-17.77	-1.53727731092437	258.31505362776
610	-17.66	-1.13346760070052	258.277692437828
611	-18.6	-1.46892086330935	257.780695134239
