kyears	sea	temp	CO2
612	-18.19	-1.45337860780985	259.150413660082
613	-12.57	-1.18794266441823	257.746921826173
614	-9.02	-1.09394557823128	256.025725496744
615	-11.31	-1.00333333333331	253.15379362164
616	-16.78	-1.37823627287853	252.861271277147
617	-29.38	-1.99595611285267	252.683785006824
618	-43.34	-1.93947916666669	251.376500691872
619	-65.34	-2.30285714285714	248.206541353383
620	-78.36	-2.1263247863248	246.402030075188
621	-86.36	-1.99610951008642	244.654093002852
622	-93	-2.55429799426934	243.626575026168
623	-100.28	-2.81573033707866	241.668075225484
624	-103.58	-2.64597911227154	238.36422815534
625	-105.54	-2.40535809018569	236.30522281541
626	-110.96	-3.09453104359315	228.98603836325
627	-114.62	-4.70105395232126	215.356587542265
628	-111.96	-6.27559910414335	204.950408699371
629	-109.41	-7.7844578313253	200.185303928157
630	-108.5	-8.52522001725626	200.754191372228
631	-105.76	-8.74153146322972	200.56144583248
632	-103.04	-8.78504451038578	198.201719679275
633	-102.54	-8.36961424332345	195.229278158782
634	-105.6	-8.57290322580644	193.2532232942
635	-109.52	-8.9050625	194.93696223317
636	-111.27	-8.90277695716397	194.296550547758
637	-105.13	-8.51134416543573	194.53346735859
638	-101.37	-8.53778434268834	194.243737660661
639	-99.09	-8.72186915887851	190.440697576149
640	-93.77	-8.84079147640792	189.661024235309
641	-92.11	-8.85601217656012	190.622505947661
642	-89.12	-8.49850791258478	191.327413869063
643	-85.33	-8.06031866464342	191.932226799983
644	-82.43	-7.72616336633664	194.528856029027
645	-82.73	-7.68490924092409	195.729590854534
646	-86.64	-7.70396192203083	191.712811302291
647	-88.13	-7.78737793851718	191.281021756464
648	-86.44	-7.60067089755214	192.744682778789
649	-80.26	-7.25659945004585	195.281669661989
650	-79.87	-7.25491295938103	191.333485864381
651	-82.42	-7.38983951855567	193.157936154032
652	-85.15	-7.47553088803088	187.825916381485
653	-84.29	-7.80228228228228	188.522677959464
654	-78.18	-7.78253189401373	193.612535996612
655	-77.24	-7.30208167330676	197.498265635074
656	-82.73	-6.8037167199148	200.273676639816
657	-85.16	-7.05655172413796	194.21160676815
658	-83.48	-7.47724550898204	189.071306016697
659	-78.4	-8.26677804295946	185.560681114551
660	-75.27	-8.04078212290501	187.217845290733
661	-77.61	-8.58772209567199	192.968896100921
662	-79.27	-8.21527472527474	190.192815395581
663	-80.2	-7.92737209302326	190.878483541987
664	-79.29	-8.19654639175257	191.269671959883
665	-75.05	-8.89038167938929	182.847402199485
666	-72.45	-9.04729341317365	179.511162252956
667	-69.86	-9.00300970873786	174.371769383092
668	-66.7	-8.9160349127182	176.057881440223
669	-62.58	-8.40580025608195	181.323243560237
670	-61.52	-7.24901065449011	189.118418934217
671	-61.93	-7.56151770657674	194.572125175936
672	-65.68	-8.20530821917808	195.234180965438
673	-67.22	-7.94339869281046	198.148576273362
674	-62.65	-7.54666666666665	203.143008044705
675	-56.98	-6.80169877408055	211.44048434332
676	-53.47	-5.92533980582525	219.524952366551
677	-50.13	-6.88705882352942	220.599556445775
678	-45.5	-6.34676409185811	217.479147146156
679	-42.18	-4.88595092024541	223.373371768826
680	-38.49	-6.30483790523694	233.117372923919
681	-34.08	-7.32902597402594	228.564558071097
682	-28.89	-5.96257028112445	224.671703968654
683	-24.49	-5.22684095860566	219.538318402831
684	-21.33	-5.34216748768473	223.546276032474
685	-17.8	-4.68903614457831	223.215159283133
686	-12.64	-4.51876288659794	220.625432930555
687	-9.14	-3.94771883289126	222.678464603394
688	-11.45	-3.45160220994476	226.727425028835
689	-13.04	-3.62228571428574	229.29563254397
690	-15.63	-3.09865546218487	232.597564029053
691	-15.7	-2.56168141592921	237.99221407383
692	-13.48	-2.63043478260872	239.762234145785
693	-12.46	-1.86094637223973	238.731557045334
694	-12.35	-1.83725752508362	238.375086916743
695	-10.64	-1.95389067524116	239.390360505611
696	-9.93	-1.7841955835962	238.712400609258
697	-11.83	-1.85572327044023	239.17447694518
698	-15.58	-1.87635258358663	240.876572249589
699	-19.13	-2.28198250728859	240.245404955461
700	-21.36	-2.7306077348066	238.303391915641
701	-23.27	-2.2275572519084	236.124337102427
702	-26.99	-2.06713178294573	230.922200510179
703	-30.02	-2.39751898734178	230.647553951615
704	-31.23	-2.80775700934578	232.526807129497
705	-31.93	-3.21	233.983439441817
706	-36.72	-3.59340000000001	237.581728735632
707	-48.33	-3.68759398496241	237.399969998
708	-57.75	-3.54621908127209	233.554858170699
709	-56.95	-4.01005217391307	234.558384077309
710	-58.02	-4.00541737649063	229.93445419638
711	-64.8	-4.01539682539682	224.91961508853
712	-68.05	-4.17129032258065	224.163807175104
713	-71.56	-4.13973013493255	223.922163140807
714	-80.14	-4.00381231671555	227.313441068678
715	-82.33	-4.50755588673621	223.780478979675
716	-83.25	-5.24576866764275	219.421902843793
717	-82.13	-5.70712418300653	203.94852353219
718	-86.11	-6.34952191235059	190.073689890262
719	-90.18	-6.8339791937581	196.666068824559
720	-88.93	-7.12975409836066	210.807017035157
721	-82.33	-8.13358361774743	218.122274352319
722	-76.68	-8.58969696969698	217.872923095778
723	-70.14	-7.73749999999997	212.113029886462
724	-66.7	-6.17896688741712	213.436928711612
725	-65.99	-5.17758536585365	210.529865549923
726	-63.32	-5.34822646657571	211.212013906806
727	-52.01	-6.00398230088495	210.994578553918
728	-44.27	-6.03397759103641	210.094813057233
729	-43.98	-5.7630693069307	211.064291567088
730	-44.3	-5.33790014684286	210.841919125115
731	-43.81	-5.2533922829582	210.339445491447
732	-41.74	-4.79649390243905	212.256549104721
733	-40.02	-3.94463223787166	208.102444113264
734	-42.07	-3.93751908396947	210.507646235737
735	-49.78	-4.09904665314401	214.95839913684
736	-50.09	-3.80989999999999	217.296171350731
737	-48.25	-4.48576402321083	209.164890850722
738	-47.66	-5.00416494845364	199.803084040093
739	-52.7	-5.89332635983263	187.412740704551
740	-56.43	-7.55581395348837	185.423988346264
741	-58.79	-8.24222408026756	184.246096112684
742	-61.79	-8.43953301127214	189.059965352573
743	-64.82	-8.76593851132685	187.526599108811
744	-67.33	-8.82163666121112	188.23731092437
745	-69.88	-8.48102236421726	188.272101384255
746	-71.14	-8.56	188.312682004047
747	-73.88	-8.62092495636998	188.657256197161
748	-73.75	-8.68043782837128	187.888191993546
749	-74.38	-8.49789661319073	188.35632395659
750	-74.08	-8.39575539568346	190.56777217403
751	-68.3	-8.58221818181818	191.385731178557
752	-65.75	-8.41912434325744	193.724344183375
753	-65.13	-8.27126297577855	196.52660514087
754	-63.7	-7.88246575342465	203.63138448891
755	-61.85	-7.47806451612902	199.520971159306
756	-59.1	-6.3494871794871	205.325053607532
757	-58.67	-5.24632582322359	210.114517688843
758	-57.34	-5.52433925049308	215.372599441912
759	-53.97	-6.23662857142858	221.953171725271
760	-50.83	-7.1619689119171	224.264051551769
761	-49.19	-7.32781818181818	222.315684711481
762	-47.72	-6.30342446043163	215.763712485492
763	-41.61	-5.23393678160917	214.075064119005
764	-39.17	-4.73498432601881	220.947368200375
765	-39.26	-5.09118314424637	223.275679090585
766	-36.3	-5.96249180327863	230.604259094416
767	-32.18	-6.32920353982301	229.446881534773
768	-27.3	-5.60035087719297	224.149506619832
769	-23.7	-4.61358344113842	221.781728170148
770	-20.71	-3.83071428571429	227.62075264052
771	-16.21	-3.88308695652174	229.61246939647
772	-12.24	-4.34879256965943	237.066043465071
773	-8	-4.26587463556852	243.887393972775
774	-6.3	-3.79982573726541	239.05205076876
775	-8.56	-3.26503382949931	238.628236360497
776	-9.1	-2.74987447698745	243.822372300913
777	-12.76	-2.69382222222222	248.528446693732
778	-13.68	-2.43974436090225	250.280128484321
779	-14.49	-2.16248520710059	254.756451362717
780	-13.01	-2.15733333333334	254.489801551067
781	-15.3	-2.35120426829269	254.080163625369
782	-20.86	-1.95981845688349	252.308303099421
783	-23.36	-1.96714285714286	256.042044332879
784	-22.74	-1.70731782945736	259.467460098003
785	-26.25	-1.12343750000001	256.073722809198
786	-31.59	-1.04165354330709	261.503324882559
787	-41.56	-0.585304054054056	267.111839570843
788	-54.67	-1.87800718132855	263.441674190062
789	-67.49	-2.58275563258232	249.959863869255
790	-79.84	-3.43412673879442	234.934800553614
